title,listing_url,area_raw,status,floor,transaction,furnishing,facing,bhk,locality,property_id,scraped_timestamp,price_raw
"3 BHK Flat  for Sale in Garhi Village, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1255-Sq-ft-Multistorey-Apartment-FOR-Sale-Garhi-in-Noida&id=4d423830393832363239,1040 sqft,Ready to Move,12 out of 20,New Property,Furnished,North - East,3,"Garhi Village, Noida",4d423830393832363239,2025-10-15T18:00:54.256537+00:00,₹1.09 Cr
4 BHK  House for Sale in sector 31noida Noida,https://www.magicbricks.com/propertyDetails/4-BHK-3500-Sq-ft-Residential-House-FOR-Sale-in-Noida&id=4d423831353735363533,2800 sqft,Ready to Move,,Resale,Semi-Furnished,North - East,4,sector 31noida Noida,4d423831353735363533,2025-10-15T18:00:54.258010+00:00,₹5.25 Cr
"4 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2283-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423831343833303533,2283 sqft,Ready to Move,9 out of 19,Resale,Semi-Furnished,North - East,4,"Sector 107, Dadri Road, Noida",4d423831343833303533,2025-10-15T18:00:54.260234+00:00,₹3.75 Cr
"3 BHK Flat  for Sale in Sector 61, Ashok Marg, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1700-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-61-in-Noida&id=4d423831353835303231,1700 sqft,Ready to Move,1 out of 4,Resale,Semi-Furnished,North - East,3,"Sector 61, Ashok Marg, Noida",4d423831353835303231,2025-10-15T18:00:54.263078+00:00,₹2.85 Cr
"4 BHK Flat  for Sale in Sector 128, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3640-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-128-in-Noida&id=4d423831373533323935,3640 sqft,Ready to Move,6 out of 22,Resale,Semi-Furnished,North - East,4,"Sector 128, Noida Express Way, Noida",4d423831373533323935,2025-10-15T18:00:54.264881+00:00,₹5.50 Cr
"5 BHK Flat  for Sale in Sector 78, Noida",https://www.magicbricks.com/propertyDetails/5-BHK-4550-Sq-ft-Penthouse-FOR-Sale-Sector-78-in-Noida&id=4d423831303038313733,3800 sqft,Ready to Move,18 out of 21,Resale,Semi-Furnished,North - East,5,"Sector 78, Noida",4d423831303038313733,2025-10-15T18:00:54.266511+00:00,₹8 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1260-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831323737313339,1260 sqft,Ready to Move,15 out of 34,Resale,Semi-Furnished,North - East,3,"Noida Extension, Noida",4d423831323737313339,2025-10-15T18:00:54.268079+00:00,₹1.35 Cr
3 BHK Villa for Sale in Noida Extension Noida,https://www.magicbricks.com/propertyDetails/3-BHK-2350-Sq-ft-Villa-FOR-Sale-Noida-Extension-in-Noida&id=4d423739393938343835,2350 sqft,,,New Property,Semi-Furnished,East,3,Noida Extension Noida,4d423739393938343835,2025-10-15T18:00:54.269610+00:00,₹1.10 Cr
"3 BHK Flat  for Sale in Sector 29, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2800-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-29-in-Noida&id=4d423831323634393437,1800 sqft,Ready to Move,1 out of 3,Resale,Semi-Furnished,North - East,3,"Sector 29, Noida",4d423831323634393437,2025-10-15T18:00:54.272514+00:00,₹2.70 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1340-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831323733373139,1340 sqft,Ready to Move,16 out of 19,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423831323733373139,2025-10-15T18:00:54.274175+00:00,₹1 Cr
"3 BHK Flat  for Sale in Sector 128, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2625-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-128-in-Noida&id=4d423738333739323535,2625 sqft,Ready to Move,2 out of 22,Resale,Semi-Furnished,North,3,"Sector 128, Noida Express Way, Noida",4d423738333739323535,2025-10-15T18:00:54.275889+00:00,₹4.10 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1710-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739393639343133,1710 sqft,Ready to Move,1 out of 17,Resale,Semi-Furnished,,3,"Noida Extension, Noida",4d423739393639343133,2025-10-15T18:00:54.277793+00:00,₹1.35 Cr
"5 BHK Villa for Sale in Sector 49, Dadri Road Noida",https://www.magicbricks.com/propertyDetails/5-BHK-5000-Sq-ft-Villa-FOR-Sale-Sector-49-in-Noida&id=4d423739313834343439,5000 sqft,Ready to Move,,Resale,Furnished,East,5,"Sector 49, Dadri Road Noida",4d423739313834343439,2025-10-15T18:00:54.279476+00:00,₹7.25 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423738363336313531,1000 sqft,Ready to Move,15 out of 18,New Property,Unfurnished,North - East,3,"Noida Extension, Noida",4d423738363336313531,2025-10-15T18:00:54.281168+00:00,₹70 Lac
"3 BHK Flat  for Sale in Sector 137, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1595-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-137-in-Noida&id=4d423738373434303535,1276 sqft,Ready to Move,14 out of 19,Resale,Semi-Furnished,North - East,3,"Sector 137, Noida Express Way, Noida",4d423738373434303535,2025-10-15T18:00:54.282772+00:00,₹1.70 Cr
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1575-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423732343832373931,1375 sqft,Ready to Move,20 out of 25,Resale,Unfurnished,North - East,3,"Sector 150, Pusta Road, Noida",4d423732343832373931,2025-10-15T18:00:54.284299+00:00,₹1.60 Cr
"3 BHK Flat  for Sale in Sector 100, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1780-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-100-in-Noida&id=4d423739323330363037,1350 sqft,Ready to Move,5 out of 22,Resale,Semi-Furnished,,3,"Sector 100, Noida",4d423739323330363037,2025-10-15T18:00:54.285695+00:00,₹2.50 Cr
"3 BHK Flat  for Sale in Sector 146, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2800-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-146-in-Noida&id=4d423734313338313139,2000 sqft,,27 out of 35,New Property,Semi-Furnished,North - East,3,"Sector 146, Noida",4d423734313338313139,2025-10-15T18:00:54.287435+00:00,₹5.35 Cr
"3 BHK Flat  for Sale in Sector 137, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1425-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-137-in-Noida&id=4d423830333830333733,1425 sqft,Ready to Move,6 out of 23,Resale,Furnished,North - East,3,"Sector 137, Noida Express Way, Noida",4d423830333830333733,2025-10-15T18:00:54.288856+00:00,₹1.65 Cr
"3 BHK Flat  for Sale in Sector 104, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1759-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-104-in-Noida&id=4d423831363134393239,1759 sqft,Ready to Move,8 out of 20,Resale,Semi-Furnished,,3,"Sector 104, Noida Express Way, Noida",4d423831363134393239,2025-10-15T18:00:54.290271+00:00,₹2.90 Cr
"3 BHK Flat  for Sale in Sector 43, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1613-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-43-in-Noida&id=4d423830333731313733,1613 sqft,,4 out of 4,Resale,Semi-Furnished,East,3,"Sector 43, Noida",4d423830333731313733,2025-10-15T18:00:54.291796+00:00,₹3.25 Cr
"4 BHK Flat  for Sale in Sector 43, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3131-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-43-in-Noida&id=4d423831373735313437,3131 sqft,Ready to Move,2 out of 32,Resale,Semi-Furnished,North - East,4,"Sector 43, Noida",4d423831373735313437,2025-10-15T18:00:54.293809+00:00,₹6.30 Cr
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1404-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423739343336393633,827 sqft,,21 out of 23,Resale,Unfurnished,North - East,3,"Sector 150, Pusta Road, Noida",4d423739343336393633,2025-10-15T18:00:54.295484+00:00,₹1.65 Cr
"3 BHK Flat  for Sale in Sector 75, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-75-in-Noida&id=4d423830333036363535,1200 sqft,Ready to Move,4 out of 7,Resale,Semi-Furnished,,3,"Sector 75, Noida",4d423830333036363535,2025-10-15T18:00:54.296801+00:00,₹88 Lac
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1340-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423830353335373735,1340 sqft,Ready to Move,9 out of 18,Resale,Semi-Furnished,,3,"Noida Extension, Noida",4d423830353335373735,2025-10-15T18:00:54.298224+00:00,₹1.28 Cr
"3 BHK Flat  for Sale in Sector 151, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2400-Sq-ft-Penthouse-FOR-Sale-Sector-151-in-Noida&id=4d423830333235373537,2400 sqft,Ready to Move,21 out of 21,Resale,Furnished,,3,"Sector 151, Noida Express Way, Noida",4d423830333235373537,2025-10-15T18:01:04.211818+00:00,₹2.35 Cr
"3 BHK Flat  for Sale in Sector 121, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1620-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-121-in-Noida&id=4d423739323435373033,1520 sqft,Ready to Move,17 out of 25,Resale,Semi-Furnished,North - East,3,"Sector 121, Noida",4d423739323435373033,2025-10-15T18:01:04.213376+00:00,₹2.80 Cr
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1885-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423739313938353031,1785 sqft,Ready to Move,10 out of 22,Resale,Semi-Furnished,North - East,3,"Sector 150, Pusta Road, Noida",4d423739313938353031,2025-10-15T18:01:04.214824+00:00,₹3.34 Cr
"4 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2400-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423738393634343831,2148 sqft,Ready to Move,4 out of 29,Resale,Unfurnished,North - East,4,"Noida Extension, Noida",4d423738393634343831,2025-10-15T18:01:04.216473+00:00,₹2.89 Cr
"3 BHK Flat  for Sale in Sector 108, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1608-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-108-in-Noida&id=4d423738363434383531,1326 sqft,Ready to Move,13 out of 17,Resale,Semi-Furnished,East,3,"Sector 108, Noida Express Way, Noida",4d423738363434383531,2025-10-15T18:01:04.217982+00:00,₹1.75 Cr
"3 BHK Flat  for Sale in Sector 134, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1385-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-134-in-Noida&id=4d423831363935323231,1250 sqft,Ready to Move,14 out of 18,New Property,Unfurnished,North,3,"Sector 134, Noida Express Way, Noida",4d423831363935323231,2025-10-15T18:01:04.219620+00:00,₹1.17 Cr
"3 BHK Flat  for Sale in Sector 45, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2975-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-45-in-Noida&id=4d423831333037333839,1666 sqft,,10 out of 34,New Property,Unfurnished,North - East,3,"Sector 45, Noida Express Way, Noida",4d423831333037333839,2025-10-15T18:01:04.221518+00:00,₹6.24 Cr
"1 BHK Flat  for Sale in Sector 33, Noida",https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-33-in-Noida&id=4d423831353133393935,600 sqft,Ready to Move,Ground out of 4,Resale,Semi-Furnished,North - East,1,"Sector 33, Noida",4d423831353133393935,2025-10-15T18:01:04.223778+00:00,₹55 Lac
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1932-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831363031303235,1500 sqft,,8 out of 30,New Property,Semi-Furnished,East,3,"Noida Extension, Noida",4d423831363031303235,2025-10-15T18:01:04.226650+00:00,₹1.77 Cr
"3 BHK Flat  for Sale in Sector 45, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1640-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-45-in-Noida&id=4d423831353132383731,1400 sqft,Ready to Move,9 out of 19,Resale,Semi-Furnished,North - East,3,"Sector 45, Noida Express Way, Noida",4d423831353132383731,2025-10-15T18:01:04.228532+00:00,₹1.80 Cr
5 BHK  House for Sale in C Block Sector 30 Noida,https://www.magicbricks.com/propertyDetails/5-BHK-425-Sq-m-Residential-House-FOR-Sale-Sector-30-Block-C-in-Noida&id=4d423831363032353235,483 sqm,Ready to Move,,Resale,Furnished,South -West,5,C Block Sector 30 Noida,4d423831363032353235,2025-10-15T18:01:04.230598+00:00,₹23.50 Cr
"3 BHK Flat  for Sale in Sector 100, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1398-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-100-in-Noida&id=4d423830333630363435,1300 sqft,Ready to Move,12 out of 20,Resale,Semi-Furnished,North - East,3,"Sector 100, Noida",4d423830333630363435,2025-10-15T18:01:04.232266+00:00,₹1.89 Cr
"5 BHK  House for Sale in Sector 122, Noida Express Way Noida",https://www.magicbricks.com/propertyDetails/5-BHK-1700-Sq-ft-Residential-House-FOR-Sale-Sector-122-in-Noida&id=4d423831353135373431,1700 sqft,Ready to Move,,Resale,Semi-Furnished,South - East,5,"Sector 122, Noida Express Way Noida",4d423831353135373431,2025-10-15T18:01:04.233821+00:00,₹4.55 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1870-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423830343032383235,1870 sqft,Ready to Move,4 out of 4,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423830343032383235,2025-10-15T18:01:04.235450+00:00,₹1.70 Cr
"3 BHK Flat  for Sale in Sector 50, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1267-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-50-in-Noida&id=4d423739323739333235,1267 sqft,Ready to Move,1 out of 8,Resale,Semi-Furnished,North - East,3,"Sector 50, Noida",4d423739323739333235,2025-10-15T18:01:04.236984+00:00,₹1.75 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1267-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739323633373837,1080 sqft,Ready to Move,10 out of 20,Resale,Unfurnished,South - East,3,"Noida Extension, Noida",4d423739323633373837,2025-10-15T18:01:04.240126+00:00,₹65 Lac
"3 BHK Flat  for Sale in E Block Sector 50, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1750-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-50-Block-E-in-Noida&id=4d423830363538373133,1432 sqft,Ready to Move,7 out of 7,Resale,Semi-Furnished,North - East,3,"E Block Sector 50, Noida",4d423830363538373133,2025-10-15T18:01:04.243350+00:00,₹2.20 Cr
3 BHK Villa for Sale in Surajpur Noida,https://www.magicbricks.com/propertyDetails/3-BHK-3000-Sq-ft-Villa-FOR-Sale-Surajpur-in-Noida&id=4d423831343437373335,3000 sqft,,,New Property,Semi-Furnished,North,3,Surajpur Noida,4d423831343437373335,2025-10-15T18:01:04.245580+00:00,₹2.99 Cr
"4 BHK Flat  for Sale in Sector 45, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3000-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-45-in-Noida&id=4d423831303833313039,2400 sqft,Ready to Move,10 out of 18,Resale,Semi-Furnished,North,4,"Sector 45, Noida Express Way, Noida",4d423831303833313039,2025-10-15T18:01:04.247439+00:00,₹6.50 Cr
"5 BHK  House for Sale in Sector 41, Dadri Road Noida",https://www.magicbricks.com/propertyDetails/5-BHK-3000-Sq-ft-Residential-House-FOR-Sale-Sector-41-in-Noida&id=4d423831343536323939,3000 sqft,Ready to Move,,Resale,Furnished,North - East,5,"Sector 41, Dadri Road Noida",4d423831343536323939,2025-10-15T18:01:04.248882+00:00,₹5.25 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1565-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831353436303731,934 sqft,Ready to Move,2 out of 22,Resale,Unfurnished,East,3,"Noida Extension, Noida",4d423831353436303731,2025-10-15T18:01:04.250473+00:00,₹1.72 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1440-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831323038303035,1160 sqft,Ready to Move,10 out of 19,Resale,Semi-Furnished,North - East,3,"Noida Extension, Noida",4d423831323038303035,2025-10-15T18:01:04.251972+00:00,₹1.35 Cr
"3 BHK Flat  for Sale in Sector 74, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1295-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-74-in-Noida&id=4d423831323037343339,1295 sqft,Ready to Move,18 out of 19,Resale,Semi-Furnished,North - East,3,"Sector 74, Noida",4d423831323037343339,2025-10-15T18:01:04.253566+00:00,₹1.30 Cr
"3 BHK Flat  for Sale in Sector 50, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1560-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-50-in-Noida&id=4d423831343634353533,1560 sqft,Ready to Move,5 out of 9,Resale,Semi-Furnished,North - East,3,"Sector 50, Noida",4d423831343634353533,2025-10-15T18:01:04.255389+00:00,₹2.30 Cr
3 BHK  House for Sale in Parthala Khanjarpur Noida,https://www.magicbricks.com/propertyDetails/3-BHK-900-Sq-ft-Residential-House-FOR-Sale-Parthala-Khanjarpur-in-Noida&id=4d423830373139363039,900 sqft,Ready to Move,,Resale,Unfurnished,East,3,Parthala Khanjarpur Noida,4d423830373139363039,2025-10-15T18:01:04.257823+00:00,₹60 Lac
"3 BHK Flat  for Sale in Sector 146, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1758-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-146-in-Noida&id=4d423830313635363137,1250 sqft,,20 out of 31,Resale,Semi-Furnished,North - East,3,"Sector 146, Noida",4d423830313635363137,2025-10-15T18:01:04.260826+00:00,₹2.94 Cr
3 BHK Villa for Sale in Noida Extension Noida,https://www.magicbricks.com/propertyDetails/3-BHK-1820-Sq-ft-Villa-FOR-Sale-Noida-Extension-in-Noida&id=4d423831323431373337,1750 sqft,Ready to Move,,New Property,Semi-Furnished,East,3,Noida Extension Noida,4d423831323431373337,2025-10-15T18:01:04.262808+00:00,₹94 Lac
"1 BHK Flat  for Sale in RG Residency, Noida",https://www.magicbricks.com/propertyDetails/1-BHK-590-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Noida&id=4d423831353633323233,590 sqft,Ready to Move,15 out of 22,Resale,Semi-Furnished,East,1,"RG Residency, Noida",4d423831353633323233,2025-10-15T18:01:04.264473+00:00,₹54.5 Lac
4 BHK  House for Sale in raj enclave Noida,https://www.magicbricks.com/propertyDetails/4-BHK-1650-Sq-ft-Residential-House-FOR-Sale-in-Noida&id=4d423831363433363931,1600 sqft,Ready to Move,,New Property,Semi-Furnished,North - East,4,raj enclave Noida,4d423831363433363931,2025-10-15T18:01:04.265886+00:00,₹7 Cr
"3 BHK Flat  for Sale in Sector 121, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-121-in-Noida&id=4d423830373037353031,1400 sqft,Ready to Move,6 out of 14,Resale,Semi-Furnished,East,3,"Sector 121, Noida",4d423830373037353031,2025-10-15T18:01:04.267450+00:00,₹1.45 Cr
"4 BHK Flat  for Sale in Block B Sector 44, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3165-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-44-Block-B-in-Noida&id=4d423831333737313137,2500 sqft,Ready to Move,4 out of 12,Resale,Furnished,,4,"Block B Sector 44, Noida",4d423831333737313137,2025-10-15T18:01:14.092958+00:00,₹8.50 Cr
"3 BHK Flat  for Sale in Sector 137 Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1410-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Noida&id=4d423831373439383233,1100 sqft,Ready to Move,22 out of 25,Resale,Unfurnished,North - East,3,"Sector 137 Road, Noida",4d423831373439383233,2025-10-15T18:01:14.094422+00:00,₹10.50 Cr
"4 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3600-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831363630393637,2988 sqft,,17 out of 38,Resale,Unfurnished,North - East,4,"Noida Extension, Noida",4d423831363630393637,2025-10-15T18:01:14.095885+00:00,₹5.04 Cr
"3 BHK Flat  for Sale in Sector 133, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1840-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-133-in-Noida&id=4d423831363539393439,1450 sqft,,18 out of 33,Resale,Semi-Furnished,North - East,3,"Sector 133, Noida Express Way, Noida",4d423831363539393439,2025-10-15T18:01:14.097258+00:00,₹1.25 Cr
"3 BHK Flat  for Sale in Sector 73, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sector-73-in-Noida&id=4d423831343834313133,1320 sqft,,2 out of 6,New Property,Semi-Furnished,East,3,"Sector 73, Noida Express Way, Noida",4d423831343834313133,2025-10-15T18:01:14.098321+00:00,₹62 Lac
4 BHK  House for Sale in F Block Sector 39 Noida,https://www.magicbricks.com/propertyDetails/4-BHK-400-Sq-m-Residential-House-FOR-Sale-Sector-39-Block-F-in-Noida&id=4d423831333534303735,400 sqm,Ready to Move,,Resale,Semi-Furnished,North - East,4,F Block Sector 39 Noida,4d423831333534303735,2025-10-15T18:01:14.099512+00:00,₹6.50 Cr
"3 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1350-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423831343032313339,1350 sqft,Ready to Move,Ground out of 22,Resale,Semi-Furnished,North - West,3,"Sector 107, Dadri Road, Noida",4d423831343032313339,2025-10-15T18:01:14.100762+00:00,₹1.50 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1185-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831303035343037,950 sqft,Ready to Move,16 out of 22,Resale,Semi-Furnished,,3,"Noida Extension, Noida",4d423831303035343037,2025-10-15T18:01:14.101845+00:00,₹95 Lac
"3 BHK Flat  for Sale in Sector 93, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1750-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-93-in-Noida&id=4d423831323639373435,1750 sqft,Ready to Move,7 out of 11,Resale,Semi-Furnished,North - East,3,"Sector 93, Noida Express Way, Noida",4d423831323639373435,2025-10-15T18:01:14.103089+00:00,₹2.50 Cr
"5 BHK  House for Sale in Sector 104, Noida Express Way Noida",https://www.magicbricks.com/propertyDetails/5-BHK-4500-Sq-ft-Residential-House-FOR-Sale-Sector-104-in-Noida&id=4d423830353333323839,4000 sqft,Ready to Move,1 out of 2,Resale,Unfurnished,North - East,5,"Sector 104, Noida Express Way Noida",4d423830353333323839,2025-10-15T18:01:14.104854+00:00,₹4.50 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1625-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831333235343939,1340 sqft,Ready to Move,2 out of 27,Resale,Unfurnished,North - East,3,"Noida Extension, Noida",4d423831333235343939,2025-10-15T18:01:14.107788+00:00,₹2 Cr
"3 BHK Flat  for Sale in Sector 143, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1695-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-143-in-Noida&id=4d423831373030373437,1003 sqft,Ready to Move,7 out of 21,Resale,Semi-Furnished,North - East,3,"Sector 143, Noida Express Way, Noida",4d423831373030373437,2025-10-15T18:01:14.109584+00:00,₹2.48 Cr
"4 BHK Flat  for Sale in Sultanpur, Sector 128, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3600-Sq-ft-Multistorey-Apartment-FOR-Sale-Sultanpur-in-Noida&id=4d423830333931393135,2400 sqft,Ready to Move,2 out of 25,Resale,Semi-Furnished,,4,"Sultanpur, Sector 128, Noida Express Way, Noida",4d423830333931393135,2025-10-15T18:01:14.111160+00:00,₹5.70 Cr
5 BHK  House for Sale in Sector 31 Noida,https://www.magicbricks.com/propertyDetails/5-BHK-475-Sq-m-Residential-House-FOR-Sale-Sector-31-in-Noida&id=4d423830393630373939,475 sqm,Ready to Move,Ground out of 4,New Property,Semi-Furnished,North - West,5,Sector 31 Noida,4d423830393630373939,2025-10-15T18:01:14.112694+00:00,₹15 Cr
"3 BHK Flat  for Sale in Sector 10 Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1625-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-10-Noida-Extension-in-Noida&id=4d423831373835383733,1165 sqft,Ready to Move,20 out of 28,Resale,Furnished,North - East,3,"Sector 10 Noida Extension, Noida",4d423831373835383733,2025-10-15T18:01:14.114019+00:00,₹2.20 Cr
5 BHK Villa for Sale in Sector 29 Noida,https://www.magicbricks.com/propertyDetails/5-BHK-3500-Sq-ft-Villa-FOR-Sale-Sector-29-in-Noida&id=4d423831363337303539,3500 sqft,Ready to Move,,Resale,Unfurnished,,5,Sector 29 Noida,4d423831363337303539,2025-10-15T18:01:14.114854+00:00,₹6.75 Cr
"3 BHK Flat  for Sale in Sector 146, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1758-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-146-in-Noida&id=4d423739373133343737,1758 sqft,,19 out of 35,Resale,Semi-Furnished,,3,"Sector 146, Noida",4d423739373133343737,2025-10-15T18:01:14.115725+00:00,₹2.95 Cr
