title,listing_url,area_raw,status,floor,transaction,furnishing,facing,bhk,locality,property_id,scraped_timestamp,price_raw
"4 BHK Flat for Sale in Sector 115, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3987-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-115-in-Noida&id=4d423831373239383733,3987 sqft,,,New Property,Unfurnished,,4,"Sector 115, Noida",4d423831373239383733,2025-10-15T17:59:24.857735+00:00,₹7.38 Cr
"3 BHK Flat for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831353633343631,1205 sqft,Ready to Move,,New Property,Unfurnished,,3,"Noida Extension, Noida",4d423831353633343631,2025-10-15T17:59:24.858570+00:00,₹2.16 Cr
"4 BHK Flat for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3550-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423831343837353835,2159 sqft,,,New Property,Unfurnished,,4,"Sector 107, Dadri Road, Noida",4d423831343837353835,2025-10-15T17:59:24.859388+00:00,₹6.03 Cr
"3 BHK Flat for Sale in Sector 128, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2163-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-128-in-Noida&id=4d423831373731303233,1785 sqft,,,New Property,Unfurnished,,3,"Sector 128, Noida Express Way, Noida",4d423831373731303233,2025-10-15T17:59:24.860194+00:00,₹6.92 Cr
"3 BHK Flat for Sale in Sector 152, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1775-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-152-in-Noida&id=4d423831343739323333,1775 sqft,,,New Property,Unfurnished,,3,"Sector 152, Noida Express Way, Noida",4d423831343739323333,2025-10-15T17:59:24.861528+00:00,₹2.57 Cr
"3 BHK Flat for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2040-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423831373835343131,2040 sqft,,,New Property,Unfurnished,,3,"Sector 150, Pusta Road, Noida",4d423831373835343131,2025-10-15T17:59:24.863770+00:00,₹2.91 Cr
"4 BHK Flat for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3740-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423739323834393131,3740 sqft,,Ground out of 4,New Property,Semi-Furnished,North - East,4,"Sector 107, Dadri Road, Noida",4d423739323834393131,2025-10-15T17:59:24.865176+00:00,₹5.79 Cr
"4 BHK House for Sale in Sector 150, Pusta Road Noida",https://www.magicbricks.com/propertyDetails/4-BHK-4800-Sq-ft-Residential-House-FOR-Sale-Sector-150-in-Noida&id=4d423831353638393337,4000 sqft,Ready to Move,,New Property,Unfurnished,,4,"Sector 150, Pusta Road Noida",4d423831353638393337,2025-10-15T17:59:24.866155+00:00,₹3.60 Cr
"5 BHK Flat for Sale in Sector 137, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/5-BHK-2275-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-137-in-Noida&id=4d423739313139363833,1815 sqft,Ready to Move,5 out of 19,Resale,Semi-Furnished,North - East,5,"Sector 137, Noida Express Way, Noida",4d423739313139363833,2025-10-15T17:59:24.867370+00:00,₹3.50 Cr
"3 BHK Flat for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1565-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423830393233303235,1565 sqft,Ready to Move,11 out of 22,Resale,Unfurnished,East,3,"Noida Extension, Noida",4d423830393233303235,2025-10-15T17:59:24.868579+00:00,₹1.80 Cr
3 BHK Flat for Sale in Noida,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Noida&id=4d423831373432303635,1120 sqft,Ready to Move,4 out of 6,New Property,Semi-Furnished,East,3,Noida,4d423831373432303635,2025-10-15T17:59:24.869567+00:00,₹84 Lac
"3 BHK Flat for Sale in Sector 78, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-78-in-Noida&id=4d423831333939393031,1600 sqft,Ready to Move,11 out of 14,Resale,Semi-Furnished,East,3,"Sector 78, Noida",4d423831333939393031,2025-10-15T17:59:24.870743+00:00,₹1.72 Cr
"3 BHK Flat for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1340-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831313338333339,930 sqft,Ready to Move,20 out of 21,Resale,Semi-Furnished,South -West,3,"Noida Extension, Noida",4d423831313338333339,2025-10-15T17:59:24.871958+00:00,₹1.35 Cr
"3 BHK Flat for Sale in Sector 121, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1620-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-121-in-Noida&id=4d423831353837343533,1043 sqft,Ready to Move,12 out of 28,Resale,Semi-Furnished,North - East,3,"Sector 121, Noida",4d423831353837343533,2025-10-15T17:59:24.873067+00:00,₹2.75 Cr
"3 BHK Flat for Sale in Sector 74, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1505-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-74-in-Noida&id=4d423831373439313737,1505 sqft,Ready to Move,12 out of 19,Resale,Semi-Furnished,North - East,3,"Sector 74, Noida",4d423831373439313737,2025-10-15T17:59:24.874163+00:00,₹1.55 Cr
"3 BHK Flat for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1375-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423830333833363031,1375 sqft,Ready to Move,Ground out of 30,Resale,Semi-Furnished,North - West,3,"Noida Extension, Noida",4d423830333833363031,2025-10-15T17:59:24.875375+00:00,₹1.20 Cr
"3 BHK Flat for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1675-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423739393933343633,1675 sqft,Ready to Move,4 out of 30,Resale,Semi-Furnished,North - East,3,"Sector 150, Pusta Road, Noida",4d423739393933343633,2025-10-15T17:59:24.876636+00:00,₹2 Cr
"3 BHK Flat for Sale in Sector 75, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1748-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-75-in-Noida&id=4d423737363937333135,1748 sqft,Ready to Move,Ground out of 13,Resale,Semi-Furnished,West,3,"Sector 75, Noida",4d423737363937333135,2025-10-15T17:59:24.879535+00:00,₹2.20 Cr
"3 BHK Flat for Sale in Sector 143, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-143-in-Noida&id=4d423732313534353035,1550 sqft,Ready to Move,1 out of 25,Resale,Unfurnished,West,3,"Sector 143, Noida Express Way, Noida",4d423732313534353035,2025-10-15T17:59:24.881740+00:00,₹1.70 Cr
"4 BHK Flat  for Sale in Sector 107, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3300-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-107-in-Noida&id=4d423732363134363635,2310 sqft,Ready to Move,4 out of 4,Resale,Semi-Furnished,North - East,4,"Sector 107, Dadri Road, Noida",4d423732363134363635,2025-10-15T17:59:37.704799+00:00,₹6.10 Cr
"4 BHK Flat  for Sale in Sector 78, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2800-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-78-in-Noida&id=4d423739333639303035,2800 sqft,Ready to Move,32 out of 34,Resale,Furnished,East,4,"Sector 78, Noida",4d423739333639303035,2025-10-15T17:59:37.706578+00:00,₹5.32 Cr
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1675-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423739303937303733,1020 sqft,Ready to Move,25 out of 32,Resale,Semi-Furnished,East,3,"Sector 150, Pusta Road, Noida",4d423739303937303733,2025-10-15T17:59:37.708278+00:00,₹1.95 Cr
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423831333133353231,1400 sqft,Ready to Move,11 out of 32,Resale,Semi-Furnished,East,3,"Sector 150, Pusta Road, Noida",4d423831333133353231,2025-10-15T17:59:37.710076+00:00,₹1.68 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1490-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423735383839323831,1192 sqft,Ready to Move,12 out of 19,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423735383839323831,2025-10-15T17:59:37.713482+00:00,₹1.25 Cr
"4 BHK Flat  for Sale in Noida Golf Course, Sector 43, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3135-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Golf-Course-in-Noida&id=4d423635373134343639,3135 sqft,,8 out of 26,Resale,Semi-Furnished,North - East,4,"Noida Golf Course, Sector 43, Noida",4d423635373134343639,2025-10-15T17:59:37.715877+00:00,₹6.25 Cr
"3 BHK Flat  for Sale in Block A Sector 43, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1545-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-43-Block-A-in-Noida&id=4d423831323837323737,1020 sqft,Ready to Move,10 out of 28,Resale,Semi-Furnished,North - East,3,"Block A Sector 43, Noida",4d423831323837323737,2025-10-15T17:59:37.718020+00:00,₹3.10 Cr
"3 BHK Flat  for Sale in Sector 78, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2500-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-78-in-Noida&id=4d423739313434333333,2400 sqft,Ready to Move,2 out of 34,Resale,Semi-Furnished,North - East,3,"Sector 78, Noida",4d423739313434333333,2025-10-15T17:59:37.719530+00:00,₹4.25 Cr
"3 BHK Flat  for Sale in Sector 72, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-72-in-Noida&id=4d423737383134353831,900 sqft,Ready to Move,2 out of 5,Resale,Semi-Furnished,East,3,"Sector 72, Noida",4d423737383134353831,2025-10-15T17:59:37.721241+00:00,₹48 Lac
"3 BHK Flat  for Sale in Sector 134, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1673-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-134-in-Noida&id=4d423830383339373531,1573 sqft,Ready to Move,18 out of 18,Resale,Semi-Furnished,North - East,3,"Sector 134, Noida Express Way, Noida",4d423830383339373531,2025-10-15T17:59:37.723095+00:00,₹1.55 Cr
"4 BHK Flat  for Sale in Sadarpur, Sector 45, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3075-Sq-ft-Multistorey-Apartment-FOR-Sale-Sadarpur-in-Noida&id=4d423533343834393939,2870 sqft,Ready to Move,11 out of 20,Resale,Semi-Furnished,South - East,4,"Sadarpur, Sector 45, Noida Express Way, Noida",4d423533343834393939,2025-10-15T17:59:37.973334+00:00,₹3.70 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1775-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739343630373537,1675 sqft,Ready to Move,25 out of 34,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423739343630373537,2025-10-15T17:59:37.974934+00:00,₹2.15 Cr
"3 BHK Flat  for Sale in Sector 75, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1525-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-75-in-Noida&id=4d423739313830373833,1425 sqft,Ready to Move,7 out of 20,Resale,Semi-Furnished,North - East,3,"Sector 75, Noida",4d423739313830373833,2025-10-15T17:59:37.977225+00:00,₹2.20 Cr
"3 BHK Flat  for Sale in Sector 143B, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1900-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-143-B-in-Noida&id=4d423739333639313835,1900 sqft,Ready to Move,26 out of 32,Resale,Semi-Furnished,North - East,3,"Sector 143B, Noida",4d423739333639313835,2025-10-15T17:59:37.979046+00:00,₹2.60 Cr
"3 BHK Flat  for Sale in Sector 75, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2124-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-75-in-Noida&id=4d423739343236313537,1300 sqft,Ready to Move,18 out of 27,Resale,Unfurnished,,3,"Sector 75, Noida",4d423739343236313537,2025-10-15T17:59:37.981042+00:00,₹3.50 Cr
"3 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2062-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423737353337333733,2062 sqft,,5 out of 20,Resale,Semi-Furnished,,3,"Sector 150, Pusta Road, Noida",4d423737353337333733,2025-10-15T17:59:37.982743+00:00,₹2.80 Cr
"4 BHK Flat  for Sale in Sector 110, Dadri Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2538-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-110-in-Noida&id=4d423739313434353635,2538 sqft,Ready to Move,10 out of 25,Resale,Semi-Furnished,East,4,"Sector 110, Dadri Road, Noida",4d423739313434353635,2025-10-15T17:59:37.984461+00:00,₹2.80 Cr
"4 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-1880-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423739313535313831,1880 sqft,Ready to Move,4 out of 20,Resale,Semi-Furnished,South - East,4,"Noida Extension, Noida",4d423739313535313831,2025-10-15T17:59:37.986127+00:00,₹1.52 Cr
"4 BHK Flat  for Sale in Sector 70, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-1839-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-70-in-Noida&id=4d423736383435333339,1600 sqft,Ready to Move,15 out of 21,Resale,Semi-Furnished,North - East,4,"Sector 70, Noida",4d423736383435333339,2025-10-15T17:59:37.988574+00:00,₹1.85 Cr
"3 BHK Flat  for Sale in Sector 50, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1750-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-50-in-Noida&id=4d423830303633393733,1700 sqft,Ready to Move,7 out of 9,Resale,Semi-Furnished,North - East,3,"Sector 50, Noida",4d423830303633393733,2025-10-15T17:59:37.990231+00:00,₹2.55 Cr
"3 BHK Flat  for Sale in Sector 77, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1870-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-77-in-Noida&id=4d423831333036333637,1870 sqft,Ready to Move,4 out of 4,Resale,Semi-Furnished,North - East,3,"Sector 77, Noida",4d423831333036333637,2025-10-15T17:59:37.992234+00:00,₹1.55 Cr
"5 BHK Flat  for Sale in Sector 45, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/5-BHK-3625-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-45-in-Noida&id=4d423734303435333639,3625 sqft,Ready to Move,11 out of 25,Resale,Unfurnished,,5,"Sector 45, Noida Express Way, Noida",4d423734303435333639,2025-10-15T17:59:37.994635+00:00,₹6.10 Cr
"4 BHK Flat  for Sale in Sector 45, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2465-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-45-in-Noida&id=4d423831363932343833,2050 sqft,Ready to Move,12 out of 20,Resale,Semi-Furnished,East,4,"Sector 45, Noida Express Way, Noida",4d423831363932343833,2025-10-15T17:59:37.997546+00:00,₹2.71 Cr
"4 BHK Flat  for Sale in Sector 150, Pusta Road, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3500-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-150-in-Noida&id=4d423731363635393833,2275 sqft,,10 out of 20,New Property,Furnished,North - East,4,"Sector 150, Pusta Road, Noida",4d423731363635393833,2025-10-15T17:59:38.000205+00:00,₹4.90 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1464-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423831313830363437,1464 sqft,Ready to Move,10 out of 20,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423831313830363437,2025-10-15T17:59:38.002008+00:00,₹88 Lac
5 BHK  House for Sale in Sector 27 Noida,https://www.magicbricks.com/propertyDetails/5-BHK-250-Sq-m-Residential-House-FOR-Sale-Sector-27-in-Noida&id=4d423634313136353833,250 sqm,Ready to Move,Ground out of 2,Resale,Unfurnished,North - East,5,Sector 27 Noida,4d423634313136353833,2025-10-15T17:59:38.003778+00:00,₹6.30 Cr
"4 BHK Flat  for Sale in Sector 104, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/4-BHK-3180-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-104-in-Noida&id=4d423739313039333933,3180 sqft,Ready to Move,10 out of 30,Resale,Semi-Furnished,East,4,"Sector 104, Noida Express Way, Noida",4d423739313039333933,2025-10-15T17:59:38.005540+00:00,₹5.90 Cr
"3 BHK Flat  for Sale in Sector 143, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1340-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-143-in-Noida&id=4d423734313236333235,1200 sqft,Ready to Move,17 out of 19,Resale,Semi-Furnished,East,3,"Sector 143, Noida Express Way, Noida",4d423734313236333235,2025-10-15T17:59:38.007254+00:00,₹1.70 Cr
"3 BHK Flat  for Sale in Sector 78, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-78-in-Noida&id=4d423739313436313239,1550 sqft,Ready to Move,6 out of 22,Resale,Semi-Furnished,East,3,"Sector 78, Noida",4d423739313436313239,2025-10-15T17:59:38.009768+00:00,₹2.20 Cr
"4 BHK Villa for Sale in Sector 49, Dadri Road Noida",https://www.magicbricks.com/propertyDetails/4-BHK-2800-Sq-ft-Villa-FOR-Sale-Sector-49-in-Noida&id=4d423831353038383631,1800 sqft,Ready to Move,,Resale,Semi-Furnished,East,4,"Sector 49, Dadri Road Noida",4d423831353038383631,2025-10-15T17:59:38.012797+00:00,₹4.24 Cr
"3 BHK Flat  for Sale in Sector 137, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1695-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-137-in-Noida&id=4d423830393330323933,1695 sqft,Ready to Move,16 out of 24,Resale,Furnished,,3,"Sector 137, Noida Express Way, Noida",4d423830393330323933,2025-10-15T17:59:48.044728+00:00,₹1.35 Cr
"3 BHK Flat  for Sale in Sector 104, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1759-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-104-in-Noida&id=4d423734363438333433,1759 sqft,Ready to Move,25 out of 27,Resale,Semi-Furnished,East,3,"Sector 104, Noida Express Way, Noida",4d423734363438333433,2025-10-15T17:59:48.046228+00:00,₹2.90 Cr
"3 BHK Flat  for Sale in Sector 128, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-2640-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-128-in-Noida&id=4d423831343433393133,2640 sqft,Ready to Move,2 out of 2,Resale,Semi-Furnished,North - East,3,"Sector 128, Noida Express Way, Noida",4d423831343433393133,2025-10-15T17:59:48.047346+00:00,₹4.85 Cr
"3 BHK Flat  for Sale in Sector 75, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1732-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-75-in-Noida&id=4d423830363634323533,1732 sqft,Ready to Move,17 out of 25,Resale,Semi-Furnished,North - East,3,"Sector 75, Noida",4d423830363634323533,2025-10-15T17:59:48.048533+00:00,₹2.30 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423830313130323435,1250 sqft,Ready to Move,25 out of 26,Resale,Semi-Furnished,North - East,3,"Noida Extension, Noida",4d423830313130323435,2025-10-15T17:59:48.049682+00:00,₹1 Cr
"1 BHK Flat  for Sale in Kendriya Vihar, Sector 51, Noida",https://www.magicbricks.com/propertyDetails/1-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Sale-Kendriya-Vihar-in-Noida&id=4d423831343436343035,550 sqft,Ready to Move,4 out of 4,Resale,Semi-Furnished,East,1,"Kendriya Vihar, Sector 51, Noida",4d423831343436343035,2025-10-15T17:59:48.050864+00:00,₹60 Lac
4 BHK Villa for Sale in Noida Extension Noida,https://www.magicbricks.com/propertyDetails/4-BHK-2450-Sq-ft-Villa-FOR-Sale-Noida-Extension-in-Noida&id=4d423830333932313535,2200 sqft,Ready to Move,,New Property,Semi-Furnished,North - West,4,Noida Extension Noida,4d423830333932313535,2025-10-15T17:59:48.052011+00:00,₹3 Cr
"3 BHK Flat  for Sale in Sector 134, Noida Express Way, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1800-Sq-ft-Multistorey-Apartment-FOR-Sale-Sector-134-in-Noida&id=4d423739383036363339,1450 sqft,Ready to Move,4 out of 20,Resale,Unfurnished,North - East,3,"Sector 134, Noida Express Way, Noida",4d423739383036363339,2025-10-15T17:59:48.053313+00:00,₹1.75 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1645-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423738373930373039,1200 sqft,Ready to Move,11 out of 22,Resale,Semi-Furnished,North - West,3,"Noida Extension, Noida",4d423738373930373039,2025-10-15T17:59:48.054639+00:00,₹1.23 Cr
"3 BHK Flat  for Sale in Noida Extension, Noida",https://www.magicbricks.com/propertyDetails/3-BHK-1365-Sq-ft-Multistorey-Apartment-FOR-Sale-Noida-Extension-in-Noida&id=4d423738373430333631,1050 sqft,Ready to Move,18 out of 20,Resale,Semi-Furnished,East,3,"Noida Extension, Noida",4d423738373430333631,2025-10-15T17:59:48.055826+00:00,₹1.20 Cr
